Simulation,Agent,Episode,Reward
0,1,252,12.0
0,2,252,57.0
0,3,252,10.0
0,4,252,23.0
0,0,253,20.0
0,1,253,13.0
0,2,253,10.0
0,3,253,17.0
0,4,253,12.0
0,0,254,30.0
0,1,254,14.0
0,2,254,16.0
0,3,254,27.0
0,4,254,43.0
0,0,255,17.0
0,1,255,12.0
0,2,255,27.0
0,3,255,23.0
0,4,255,20.0
0,0,256,27.0
0,1,256,15.0
0,2,256,14.0
0,3,256,23.0
0,4,256,28.0
0,0,257,9.0
0,1,257,18.0
0,2,257,23.0
0,3,257,14.0
0,4,257,12.0
0,0,258,16.0
0,1,258,10.0
0,2,258,59.0
0,3,258,25.0
0,4,258,11.0
0,0,259,45.0
0,1,259,21.0
0,2,259,14.0
0,3,259,11.0
0,4,259,20.0
0,0,260,29.0
0,1,260,13.0
0,2,260,17.0
0,3,260,24.0
0,4,260,33.0
0,0,261,12.0
0,1,261,17.0
0,2,261,29.0
0,3,261,21.0
0,4,261,18.0
0,0,262,17.0
0,1,262,14.0
0,2,262,10.0
0,3,262,14.0
0,4,262,44.0
0,0,263,29.0
0,1,263,16.0
0,2,263,15.0
0,3,263,17.0
0,4,263,14.0
0,0,264,17.0
0,1,264,17.0
0,2,264,13.0
0,3,264,18.0
0,4,264,39.0
0,0,265,28.0
0,1,265,43.0
0,2,265,40.0
0,3,265,20.0
0,4,265,12.0
0,0,266,22.0
0,1,266,20.0
0,2,266,15.0
0,3,266,16.0
0,4,266,20.0
0,0,267,12.0
0,1,267,26.0
0,2,267,27.0
0,3,267,12.0
0,4,267,11.0
0,0,268,20.0
0,1,268,17.0
0,2,268,11.0
0,3,268,14.0
0,4,268,25.0
0,0,269,23.0
0,1,269,15.0
0,2,269,35.0
0,3,269,10.0
0,4,269,25.0
0,0,270,32.0
0,1,270,12.0
0,2,270,32.0
0,3,270,10.0
0,4,270,21.0
0,0,271,11.0
0,1,271,21.0
0,2,271,30.0
0,3,271,21.0
0,4,271,12.0
0,0,272,19.0
0,1,272,46.0
0,2,272,16.0
0,3,272,16.0
0,4,272,16.0
0,0,273,34.0
0,1,273,19.0
0,2,273,26.0
0,3,273,37.0
0,4,273,11.0
0,0,274,16.0
0,1,274,12.0
0,2,274,17.0
0,3,274,21.0
0,4,274,16.0
0,0,275,18.0
0,1,275,11.0
0,2,275,13.0
0,3,275,13.0
0,4,275,20.0
0,0,276,10.0
0,1,276,34.0
0,2,276,24.0
0,3,276,19.0
0,4,276,47.0
0,0,277,30.0
0,1,277,16.0
0,2,277,13.0
0,3,277,17.0
